Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Ben Sims,40335,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,254",973,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joel Wilson,40346,Ten,TE,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,168",976,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brady Russell,40519,Sea,"RB,TE",,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,771","1,035",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Julian Hill,40629,NE,TE,IR,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,487","1,062",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Travis Vokolek,40643,Ari,TE,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,157","1,070",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Princeton Fant,40778,Dal,TE,IR,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,203","1,102",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jared Wiley,40978,KC,TE,,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,147",494,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mason Pline,41368,KC,TE,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,225",675,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tanner McLachlan,41066,SF,TE,NA,Sun 4:05 pm vs Ari,FA,-,8,0.00,"2,212",541,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaheim Bell,41106,Pit,TE,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,271",568,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Devin Culp,41120,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,142",576,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Colson Yankoff,41233,Was,TE,,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,728",619,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jack Westover,41352,Was,"RB,TE",NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,745",667,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cam Grandy,41353,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,261",668,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Treyton Welch,41363,NO,TE,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,289",673,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Connor Hulstein,43471,NYJ,TE,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,140",708,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
