Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Rasheen Ali,41033,Bal,RB,,Sun 4:25 pm @ Dal,FA,1,13,0.56,"2,790",431,0%,-,-,-,0.6,2.5,0.0,0.1,0.1,0.9,0.0,0.0,0.0,0.0
Drew Ogletree,34148,Ind,TE,,Sun 1:00 pm vs Hou,FA,1,13,0.55,"2,679",432,0%,-,-,-,-,-,-,0.4,0.3,3.0,0.0,-,0.0,0.0
John Metchie III,33999,Car,WR,,Sun 1:00 pm @ Cle,FA,1,5,0.52,"2,109",433,0%,-,-,-,0.0,0.0,-,0.3,0.2,2.3,0.0,0.0,-,0.0
Eric Saubert,30287,Sea,TE,,Sun 1:00 pm @ Was,FA,1,11,0.49,"2,715",434,0%,-,-,-,-,-,-,0.3,0.2,2.1,0.0,-,0.0,0.0
Corey Kiner,42386,NE,RB,,Sun 1:00 pm @ Jax,FA,1,11,0.47,"2,746",435,0%,-,-,-,0.4,1.6,0.0,0.0,0.2,1.0,0.0,-,-,0.0
Travis Homer,32036,Pit,RB,NA,Sun 1:00 pm vs Cin,FA,1,9,0.46,"2,799",436,0%,-,-,-,0.2,0.9,0.0,0.3,0.2,1.6,0.0,-,-,-
Jake Briningstool,42117,KC,TE,,Sun 1:00 pm @ Mia,FA,1,5,0.44,"2,259",437,0%,-,-,-,-,-,-,0.3,0.2,2.3,0.0,-,-,0.0
Ben Skowronek,33637,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,0.44,"2,757",438,0%,-,-,-,-,-,-,0.3,0.2,2.4,0.0,-,0.0,0.0
CJ Daniels,42819,LAR,WR,,Sun 8:20 pm @ Den,FA,1,11,0.43,"2,304",439,0%,-,-,-,-,-,-,-,0.2,2.3,0.0,-,-,-
Ryan Miller,40676,Mia,WR,Q,Sun 1:00 pm vs KC,FA,-,6,0.43,"2,082",440,0%,-,-,-,-,-,-,0.3,0.2,2.6,0.0,-,0.0,0.0
Devin Duvernay,32762,Ari,WR,,Sun 4:05 pm @ SF,FA,1,14,0.41,"2,783",441,0%,-,-,-,0.0,0.1,0.0,0.1,0.0,0.4,0.0,0.1,-,-
Luke McCaffrey,40964,Was,WR,,Sun 1:00 pm vs Sea,FA,1,7,0.37,"2,074",442,0%,-,-,-,-,-,-,-,0.2,2.5,0.0,-,-,-
Josh Whyle,40182,GB,TE,,Thu 8:15 pm vs Atl,FA,1,11,0.34,"2,251",443,0%,-,-,-,-,-,-,0.2,0.2,1.6,0.0,-,0.0,0.0
Alec Ingold,32344,LAC,RB,,Sun 1:00 pm @ Buf,FA,1,7,0.34,"2,787",444,0%,-,-,-,0.4,1.6,0.0,0.1,0.0,0.4,0.0,-,0.0,0.0
Eli Heidenreich,42852,Pit,RB,,Sun 1:00 pm vs Cin,FA,1,9,0.34,309,445,1%,-,-,-,0.2,1.0,0.0,0.0,0.1,1.2,0.0,-,0.0,0.0
Tay Martin,34319,Det,WR,,Sun 1:00 pm vs NYJ,FA,1,6,0.33,"2,625",446,0%,-,-,-,-,-,-,0.2,0.1,1.8,0.0,-,0.0,0.0
Tom Kennedy,32561,Det,WR,,Sun 1:00 pm vs NYJ,FA,1,6,0.32,"2,740",447,0%,-,-,-,-,-,-,0.2,0.1,1.2,0.0,0.0,0.0,0.0
Pierre Strong Jr.,34083,GB,RB,NA,Thu 8:15 pm vs Atl,FA,-,11,0.32,"2,644",448,0%,-,-,-,-,-,0.0,-,0.2,1.6,-,-,-,-
Reggie Gilliam,33357,NE,RB,Q,Sun 1:00 pm @ Jax,FA,1,11,0.32,"2,798",449,0%,-,-,-,0.1,0.3,0.0,0.2,0.2,1.4,0.0,-,0.0,0.0
Ian Thomas,31071,LV,TE,,Sun 4:25 pm @ NO,FA,1,13,0.32,"2,264",450,0%,-,-,-,-,-,-,0.3,0.2,1.6,0.0,-,0.0,0.0
Roschon Johnson,40162,Chi,RB,,Mon 8:15 pm vs Phi,FA,1,10,0.32,"2,789",451,0%,-,-,-,0.5,1.9,0.0,-,0.0,0.1,0.0,-,0.0,0.0
Kameron Johnson,41300,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,0.31,"2,769",452,0%,-,-,-,0.1,0.2,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0
Tyler Goodson,34261,Dal,RB,,Sun 4:25 pm vs Bal,FA,1,14,0.30,"2,795",453,0%,-,-,-,0.2,0.7,0.0,0.2,0.1,0.9,0.0,-,0.0,0.0
DJ Giddens,41937,Ind,RB,,Sun 1:00 pm vs Hou,FA,1,13,0.26,298,454,0%,-,-,-,0.3,1.1,0.0,0.2,0.1,0.5,0.0,-,0.0,0.0
Kendre Miller,40108,NO,RB,,Sun 4:25 pm vs LV,FA,1,8,0.25,271,455,1%,-,-,-,0.4,1.4,0.0,-,0.0,0.1,0.0,-,-,-
Dareke Young,34189,LV,WR,Q,Sun 4:25 pm @ NO,FA,1,13,0.25,"2,743",456,0%,-,-,-,-,-,-,0.2,0.1,1.4,0.0,-,0.0,0.0
Chris Manhertz,28365,NYG,TE,,Sun 1:00 pm vs Ten,FA,1,8,0.23,"2,250",457,0%,-,-,-,-,-,-,0.2,0.1,1.2,0.0,-,0.0,0.0
Jalen Brooks,40257,Ari,WR,,Sun 4:05 pm @ SF,FA,1,14,0.23,"2,752",458,0%,-,-,-,-,-,-,0.2,0.1,1.2,0.0,-,0.0,0.0
Justin Joly,42764,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,0.20,"2,145",459,0%,-,-,-,-,-,-,0.1,0.1,1.1,0.0,-,0.0,0.0
Tyler Conklin,31127,Det,TE,,Sun 1:00 pm vs NYJ,FA,1,6,0.20,"2,094",460,0%,-,-,-,-,-,-,0.1,0.1,1.1,0.0,-,0.0,0.0
Julius Chestnut,34451,Ten,RB,,Sun 1:00 pm @ NYG,FA,1,9,0.19,"2,862",461,0%,-,-,-,0.2,1.0,0.0,0.1,0.0,0.3,0.0,-,0.0,0.0
Seydou Traore,42790,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,0.19,"2,228",462,0%,-,-,-,-,-,-,0.1,0.1,1.0,0.0,-,0.0,0.0
Nikko Remigio,40571,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,0.18,"2,780",463,0%,-,-,-,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,-,-
Brevin Jordan,33535,Hou,TE,,Sun 1:00 pm @ Ind,FA,1,8,0.18,"2,292",464,0%,-,-,-,-,-,-,0.1,0.1,0.9,0.0,-,0.0,0.0
Malachi Corley,40944,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,0.18,"2,723",465,0%,-,-,-,0.1,0.6,0.0,0.0,0.0,0.2,0.0,0.0,-,-
Kaden Wetjen,42743,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,0.17,"2,629",466,0%,-,-,-,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,-,-
Payne Durham,40193,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.15,"2,650",467,0%,-,-,-,-,-,-,0.1,0.1,0.7,0.0,-,-,-
Camden Brown,43059,Dal,WR,,Sun 4:25 pm vs Bal,FA,-,14,0.15,"2,319",468,0%,-,-,-,-,-,-,-,0.1,1.1,-,-,-,-
Cameron Latu,40101,NE,TE,,Sun 1:00 pm @ Jax,FA,1,11,0.14,"2,727",469,0%,-,-,-,-,-,-,0.1,0.1,0.8,0.0,-,-,-
Carsen Ryan,42870,Cle,TE,,Sun 1:00 pm vs Car,FA,1,11,0.13,"2,287",470,0%,-,-,-,-,-,-,0.1,0.1,0.7,0.0,-,-,-
Reggie Virgil,42791,Ari,WR,,Sun 4:05 pm @ SF,FA,1,14,0.12,"2,409",471,0%,-,-,-,-,-,-,0.1,0.1,0.7,0.0,-,0.0,0.0
Elijah Moore,33422,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,0.12,"2,263",472,0%,-,-,-,0.0,0.2,0.0,0.1,0.0,0.5,0.0,-,-,-
Britain Covey,34378,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,0.11,"2,773",473,0%,-,-,-,-,-,-,0.0,0.0,0.2,0.0,0.0,-,-
Patrick Ricard,30592,NYG,RB,,Sun 1:00 pm vs Ten,FA,1,8,0.11,"2,796",474,0%,-,-,-,0.0,0.1,0.0,0.1,0.1,0.5,0.0,-,-,0.0
Kene Nwangwu,33507,NYJ,RB,Q,Sun 1:00 pm @ Det,FA,1,13,0.10,"2,755",475,0%,-,-,-,0.2,0.6,0.0,0.0,0.0,0.1,0.0,-,-,0.0
Dallen Bentley,42878,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,0.10,"2,158",476,0%,-,-,-,-,-,-,0.1,0.1,0.5,0.0,-,-,-
British Brooks,41480,Hou,RB,,Sun 1:00 pm @ Ind,FA,1,8,0.09,"2,785",477,0%,-,-,-,0.1,0.4,0.0,0.0,0.0,0.2,0.0,-,-,-
Bauer Sharp,42807,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.09,"2,288",478,0%,-,-,-,-,-,-,0.1,0.1,0.5,0.0,-,-,-
Max Bredeson,42799,Min,RB,,Sun 4:05 pm @ TB,FA,1,6,0.09,"2,597",479,0%,-,-,-,0.0,0.0,-,0.1,0.1,0.4,0.0,-,-,-
Robert Tonyan,30777,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,0.09,"2,149",480,0%,-,-,-,-,-,-,0.1,0.0,0.5,0.0,-,-,-
Riley Nowakowski,42803,Pit,"RB,TE",,Sun 1:00 pm vs Cin,FA,1,9,0.09,"2,635",481,0%,-,-,-,-,-,-,0.1,0.0,0.4,0.0,-,-,-
Thomas Fidone II,42004,NYG,TE,,Sun 1:00 pm vs Ten,FA,-,8,0.08,"2,130",482,0%,-,-,-,-,-,-,-,0.1,0.5,-,-,-,-
Feleipe Franks,33729,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,0.07,"2,749",483,0%,-,-,-,0.1,0.3,0.0,0.0,0.0,0.1,0.0,-,-,0.0
Kylen Granson,33515,Ten,TE,,Sun 1:00 pm @ NYG,FA,1,9,0.07,"2,668",484,0%,-,-,-,-,-,-,0.1,0.0,0.4,0.0,-,-,-
Ja'Tavion Sanders,40995,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,0.06,"2,065",485,0%,-,-,-,-,-,-,0.1,0.0,0.3,0.0,-,-,-
Jack Endries,42843,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,0.04,"2,197",486,0%,-,-,-,-,-,-,0.0,0.0,0.2,0.0,-,-,-
Ko Kieft,34174,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,0.02,"2,293",487,0%,-,-,-,-,-,-,0.0,0.0,0.1,0.0,-,-,-
Deion Hankins,42403,Chi,RB,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,554",980,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryson Nesbit,42266,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,154",915,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordyn Tyson,42630,NO,WR,IR-R,Sun 4:25 pm vs LV,FA,-,8,0.00,140,"1,053",53%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kye Robichaux,42245,Det,RB,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,552",905,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jakobie Keeney-James,42246,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,312",906,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Damien Alford,42622,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,411","1,049",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dontae Fleming,42255,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,369",911,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carson Towt,42620,Ind,TE,IR,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,128","1,048",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Amar Johnson,42240,LAC,RB,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,551",903,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tre Stewart,42271,Ari,RB,NA,Sun 4:05 pm @ SF,FA,-,14,0.00,"2,581",918,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Bryce Pierre,42274,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,230",923,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Layne Pryor,42612,Hou,TE,NA,Sun 1:00 pm @ Ind,FA,-,8,0.00,"2,201","1,046",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
JJ Galbreath,42275,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,204",924,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ke'Shawn Williams,42278,Cin,WR,,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,748",926,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas Gordon,42571,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,189","1,037",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaden Smith,42568,Dal,WR,NA,Sun 4:25 pm vs Bal,FA,-,14,0.00,"2,395","1,036",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Caden Prieskorn,42243,Car,TE,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,163",904,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Anthony Tyus III,42235,Car,RB,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,537",899,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jackson Meeks,42238,Det,"WR,TE",,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,268",901,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Patrick Herbert,42204,LAC,TE,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,195",879,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eli Stowers,42676,Phi,TE,IR,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,227","1,061",1%,-,-,-,-,-,-,-,-,-,-,-,-,-
De'Zhaun Stribling,42655,SF,WR,IR,Sun 4:05 pm vs Ari,Maybe Mitchell,-,8,0.00,257,"1,057",40%,-,-,-,-,-,-,-,-,-,-,-,-,-
Beaux Collins,42194,Atl,WR,IR-R,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,719",873,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nate Carter,42196,KC,RB,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,607",874,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dalen Cambre,42200,NYG,WR,NA,Sun 1:00 pm vs Ten,FA,-,8,0.00,"2,431",876,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Da'Quan Felton,42201,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,476",877,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Omar Cooper Jr.,42652,NYJ,WR,IR,Sun 1:00 pm @ Det,FA,-,13,0.00,226,"1,056",4%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lan Larison,42284,NE,RB,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,651",930,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chandler Brayboy,42210,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,370",883,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Cam Camper,42212,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,473",884,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'Quinden Jackson,42214,Phi,RB,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,570",886,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Eli Pancol,42217,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,388",888,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Quentin Skinner,42223,Buf,WR,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,359",894,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Donovan Edwards,42226,Mia,RB,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,587",895,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamaal Pritchett,42233,NYJ,WR,NA,Sun 1:00 pm @ Det,FA,-,13,0.00,"2,393",898,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Roc Taylor,42279,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,372",927,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gee Scott,42290,NE,WR,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,454",934,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gage Larvadain,42417,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,724",983,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Marshall Lang,42353,Min,TE,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,188",963,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordan Waters,42329,LAR,RB,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,576",955,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jermaine Terry,42446,Cle,TE,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,209",997,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Guillory,42340,Bal,WR,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,328",957,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tyrone Broden,42351,Sea,WR,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,386",962,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Juice Wells Jr.,42444,Atl,WR,NA,Thu 8:15 pm @ GB,FA,-,11,0.00,"2,423",996,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jeremiah Webb,42437,NE,WR,IR,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,295",993,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jacoby Jones,42436,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,347",992,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Nick Kallerup,42465,Sea,TE,,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,175","1,002",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ben Yurosek,42434,Min,TE,IR,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,665",991,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jacardia Wright,42357,Sea,RB,NA,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,545",964,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Carter Runyon,42433,LV,TE,IR-R,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,685",989,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Restrepo,42368,Ten,WR,NA,Sun 1:00 pm @ NYG,FA,-,9,0.00,"2,294",968,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tre Watson,42430,Mia,TE,NA,Sun 1:00 pm vs KC,FA,-,6,0.00,"2,148",988,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Zach Horton,42420,Det,TE,NA,Sun 1:00 pm vs NYJ,FA,-,6,0.00,"2,199",984,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Isaiah Neyor,42385,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,429",974,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
ShunDerrick Powell,42460,Phi,RB,NA,Mon 8:15 pm @ Chi,FA,-,10,0.00,"2,560",999,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mario Williams,42326,LAR,WR,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,353",953,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mitch Van Vooren,42547,NE,TE,NA,Sun 1:00 pm @ Jax,FA,-,11,0.00,"2,146","1,030",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'Kobi Lane,42702,Bal,WR,IR,Sun 4:25 pm @ Dal,FA,-,13,0.00,231,"1,073",11%,-,-,-,-,-,-,-,-,-,-,-,-,-
CJ Dippre,42291,TB,TE,NA,Sun 4:05 pm vs Min,FA,-,10,0.00,"2,126",936,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lucas Scott,42531,Bal,RB,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,532","1,026",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kyrese Rowan,42527,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,0.00,"2,384","1,025",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brock Lampe,42293,Buf,RB,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,556",938,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Drake Dabney,42523,GB,TE,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,191","1,023",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Dalevon Campbell,42519,LAC,WR,NA,Sun 1:00 pm @ Buf,FA,-,7,0.00,"2,424","1,021",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Max Hurleman,42516,Pit,"WR,RB",O,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,511","1,019",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Montorie Foster Jr.,42515,Sea,WR,,Sun 1:00 pm @ Was,FA,-,11,0.00,"2,627","1,018",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Mark Redman,42323,GB,TE,,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,219",951,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Luke Floriea,42507,Cle,WR,NA,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,389","1,014",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Tru Edwards,42316,LAR,WR,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,425",947,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Brennan Presley,42322,LAR,WR,NA,Sun 8:20 pm @ Den,FA,-,11,0.00,"2,376",950,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'seem Reed,42497,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,336","1,010",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jimmy Holiday,42490,KC,WR,IR,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,335","1,008",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Ja'Corey Brooks,42482,Was,WR,NA,Sun 1:00 pm vs Sea,FA,-,7,0.00,"2,472","1,006",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Brazzell II,42705,Car,WR,IR,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,484","1,074",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kisean Johnson,42475,GB,WR,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,380","1,005",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Roman Hemby,42941,LV,RB,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,591","1,157",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Joe Royer,42772,Cle,TE,NFI-R,Sun 1:00 pm vs Car,FA,-,11,0.00,"2,226","1,086",0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Sahmir Hagans,43327,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,401",635,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Corey Rucker,43248,LV,WR,IR,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,317",606,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jacob De Jesus,43258,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,308",610,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Omari Evans,43261,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,457",611,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jaden Nixon,43265,GB,RB,NA,Thu 8:15 pm vs Atl,FA,-,11,0.00,"2,562",613,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Elijah Tau-Tolliver,43268,Bal,RB,NA,Sun 4:25 pm @ Dal,FA,-,13,0.00,"2,539",615,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Patrick Gurd,43272,LV,TE,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,152",616,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Xavier Loyd,43281,KC,WR,NA,Sun 1:00 pm @ Mia,FA,-,5,0.00,"2,451",620,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jonathan Brady,43287,LV,WR,NA,Sun 4:25 pm @ NO,FA,-,13,0.00,"2,345",624,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
E.J. Horton,43328,Ind,WR,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,458",637,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Levi Wentz,43241,Pit,WR,NA,Sun 1:00 pm vs Cin,FA,-,9,0.00,"2,392",603,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jordon Vaughn,43329,Ind,RB,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,578",638,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jackson Acker,43331,Buf,RB,NA,Sun 1:00 pm vs LAC,FA,-,7,0.00,"2,592",639,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Gabriel Benyard,43333,Car,WR,NA,Sun 1:00 pm @ Cle,FA,-,5,0.00,"2,351",640,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Lincoln Pare,43339,Ind,RB,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,603",642,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kentrel Bullock,43342,Cin,RB,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,580",644,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamal Haynes,43345,Cin,RB,NA,Sun 1:00 pm @ Pit,FA,-,6,0.00,"2,586",645,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Omari Kelly,43346,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,390",646,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Squirrel White,43349,Chi,WR,NA,Mon 8:15 pm vs Phi,FA,-,10,0.00,"2,307",647,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Michael Briscoe,43242,Min,WR,NA,Sun 4:05 pm @ TB,FA,-,6,0.00,"2,350",604,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
DeShawn Hanika,43239,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,166",601,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenny Fletcher Jr.,43357,Ind,TE,NA,Sun 1:00 pm vs Hou,FA,-,13,0.00,"2,179",649,0%,-,-,-,-,-,-,-,-,-,-,-,-,-
