Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Jaxon Smith-Njigba,40041,Sea,WR,,Sun 1:00 pm @ Was,Maybe Mitchell,1,11,17.25,4,21,100%,-,-,-,0.5,2.5,0.0,9.5,6.5,99.3,0.6,-,0.0,0.0
Amon-Ra St. Brown,33500,Det,WR,,Sun 1:00 pm vs NYJ,Sunday Kevin,1,6,16.86,5,23,100%,-,-,-,0.2,1.0,0.0,10.3,7.1,88.3,0.7,-,0.0,0.0
Ja'Marr Chase,33393,Cin,WR,,Sun 1:00 pm @ Pit,Steel City,1,6,16.34,11,28,100%,-,-,-,0.2,1.1,0.0,10.4,7.5,90.7,0.6,-,0.0,0.0
CeeDee Lamb,32687,Dal,WR,,Sun 4:25 pm vs Bal,Owl Out Blitz,1,14,15.51,14,37,100%,-,-,-,0.3,1.2,0.0,9.3,6.5,90.7,0.5,-,0.0,0.0
Chris Olave,33966,NO,WR,,Sun 4:25 pm vs LV,Sunday Kevin,1,8,14.60,17,41,100%,-,-,-,0.0,0.2,0.0,9.5,6.2,82.0,0.6,-,0.0,0.0
Puka Nacua,40168,LAR,WR,Q,Sun 8:20 pm @ Den,Owl Out Blitz,1,11,14.60,12,42,100%,-,-,-,0.6,4.3,0.0,9.6,6.1,81.4,0.5,-,0.0,0.0
Zay Flowers,40039,Bal,WR,Q,Sun 4:25 pm @ Dal,Jason's Jazzy Team,1,13,14.54,27,44,99%,-,-,-,0.3,1.8,0.0,7.8,5.5,84.7,0.5,-,0.0,0.0
Justin Jefferson,32692,Min,WR,,Sun 4:05 pm @ TB,Maybe Mitchell,1,6,13.42,15,52,100%,-,-,-,0.2,0.7,0.0,9.0,5.7,74.4,0.5,-,0.0,0.0
George Pickens,34007,Dal,WR,,Sun 4:25 pm vs Bal,Locked In Michelle,1,14,13.37,24,53,100%,-,-,-,0.0,0.2,0.0,7.8,5.4,79.9,0.4,-,0.0,0.0
Nico Collins,33477,Hou,WR,Q,Sun 1:00 pm @ Ind,Steel City,1,8,13.29,26,56,100%,-,-,-,0.2,0.9,0.0,7.5,4.9,78.5,0.5,-,0.0,0.0
Christian Watson,33989,GB,WR,,Thu 8:15 pm vs Atl,Sunday Kevin,1,11,13.12,31,57,97%,-,-,-,0.1,0.7,0.0,8.0,4.4,74.3,0.6,-,0.0,0.0
Garrett Wilson,33965,NYJ,WR,,Sun 1:00 pm @ Det,Steel City,1,13,12.62,34,60,98%,-,-,-,0.1,0.6,0.0,9.0,5.8,72.5,0.4,-,0.0,0.0
Tee Higgins,32703,Cin,WR,,Sun 1:00 pm @ Pit,Jason's Jazzy Team,1,6,12.62,43,61,99%,-,-,-,0.0,0.2,0.0,7.2,4.9,75.1,0.4,-,0.0,0.0
DeVonta Smith,33398,Phi,WR,,Mon 8:15 pm @ Chi,Max’s TD Bombers,1,10,12.60,18,62,100%,-,-,-,0.0,0.1,-,8.4,5.4,74.0,0.4,-,0.0,0.0
Parker Washington,40234,Jax,WR,,Sun 1:00 pm vs NE,Max’s TD Bombers,1,7,12.13,30,66,96%,-,-,-,0.4,1.7,0.0,8.4,4.8,67.7,0.4,0.0,0.0,0.0
Drake London,33963,Atl,WR,,Thu 8:15 pm @ GB,Dave’s Bone Crushers,1,11,11.96,39,68,100%,-,-,-,0.1,0.9,0.0,8.4,5.1,67.2,0.4,-,0.0,0.0
Jaylen Waddle,33394,Den,WR,,Sun 8:20 pm vs LAR,Owl Out Blitz,1,10,11.71,33,70,99%,-,-,-,0.1,0.9,0.0,8.1,5.0,68.2,0.4,-,0.0,0.0
Rashee Rice,40084,KC,WR,,Sun 1:00 pm @ Mia,Locked In Michelle,1,5,11.63,48,73,99%,-,-,-,0.4,2.3,0.0,6.3,4.8,57.8,0.5,-,0.0,0.0
Tetairoa McMillan,41793,Car,WR,,Sun 1:00 pm @ Cle,Dave’s Bone Crushers,1,5,11.58,44,74,99%,-,-,-,0.0,0.2,0.0,8.3,4.5,69.0,0.4,-,0.0,0.0
Mike Evans,27535,SF,WR,Q,Sun 4:05 pm vs Ari,Owl Out Blitz,1,8,11.30,54,77,96%,-,-,-,-,-,-,6.9,4.6,63.0,0.4,-,0.0,0.0
Malik Nabers,40899,NYG,WR,Q,Sun 1:00 pm vs Ten,Sunday Kevin,1,8,10.92,37,79,99%,-,-,-,0.1,0.4,0.0,8.0,4.7,62.7,0.4,-,0.0,0.0
Jameson Williams,33967,Det,WR,,Sun 1:00 pm vs NYJ,Jason's Jazzy Team,1,6,10.82,58,80,96%,-,-,-,0.5,2.6,0.0,6.3,3.8,62.1,0.4,-,0.0,0.0
Jalen Coker,41293,Car,WR,Q,Sun 1:00 pm @ Cle,Dave’s Bone Crushers,1,5,10.54,66,81,88%,-,-,-,0.0,0.1,0.0,7.0,4.7,58.6,0.4,-,0.0,0.0
DK Metcalf,31896,Pit,WR,,Sun 1:00 pm vs Cin,Jason's Jazzy Team,1,9,10.30,84,83,93%,-,-,-,0.0,0.3,0.0,7.5,4.1,59.4,0.4,-,0.0,0.0
DJ Moore,30994,Buf,WR,Q,Sun 1:00 pm vs LAC,Dave’s Bone Crushers,1,7,10.16,55,84,97%,-,-,-,0.4,2.0,0.0,6.1,3.6,54.2,0.4,-,0.0,0.0
Josh Downs,40126,Ind,WR,,Sun 1:00 pm vs Hou,Dave’s Bone Crushers,1,13,9.96,64,86,85%,-,-,-,0.1,0.6,0.0,7.6,4.8,56.2,0.3,0.0,0.0,0.0
Davante Adams,27581,LAR,WR,,Sun 8:20 pm @ Den,JGrahnasaurs,1,11,9.91,56,88,97%,-,-,-,-,-,-,8.6,3.9,52.9,0.4,-,0.0,0.0
Ladd McConkey,40908,LAC,WR,,Sun 1:00 pm @ Buf,Dave’s Bone Crushers,1,7,9.85,52,89,98%,-,-,-,0.1,0.3,0.0,6.8,4.4,55.8,0.3,-,0.0,0.0
Matthew Golden,41808,GB,WR,,Thu 8:15 pm vs Atl,Owl Out Blitz,1,11,9.49,70,94,83%,-,-,-,0.4,1.9,0.0,7.5,4.0,53.5,0.3,-,0.0,0.0
Emeka Egbuka,41804,TB,WR,,Sun 4:05 pm vs Min,Monday Night Madison,1,10,9.37,41,99,98%,-,-,-,0.2,0.9,0.0,6.9,3.7,54.0,0.3,-,0.0,0.0
Deebo Samuel Sr.,31868,SF,WR,,Sun 4:05 pm vs Ari,Max’s TD Bombers,1,8,9.36,74,100,81%,-,-,-,1.3,5.2,0.1,5.7,4.1,47.7,0.3,0.0,0.0,0.0
Xavier Worthy,40877,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,9.31,77,101,59%,-,-,-,0.9,5.4,0.1,5.8,3.7,45.9,0.3,-,0.0,0.0
Michael Wilson,40121,Ari,WR,,Sun 4:05 pm @ SF,Maybe Mitchell,1,14,9.18,71,103,84%,-,-,-,0.0,0.1,-,6.7,3.9,52.8,0.3,-,0.0,0.0
Luther Burden III,41824,Chi,WR,,Mon 8:15 pm vs Phi,Max’s TD Bombers,1,10,9.10,59,105,96%,-,-,-,0.6,2.6,0.0,6.3,4.0,51.3,0.3,-,0.0,0.0
Romeo Doubs,34088,NE,WR,,Sun 1:00 pm @ Jax,Maybe Mitchell,1,11,8.97,83,108,61%,-,-,-,-,-,-,5.7,3.8,52.9,0.3,-,0.0,0.0
Courtland Sutton,31010,Den,WR,,Sun 8:20 pm vs LAR,JGrahnasaurs,1,10,8.82,72,111,81%,-,-,-,-,-,-,6.4,3.6,48.9,0.4,-,0.0,0.0
Denzel Boston,42661,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,8.82,87,112,48%,-,-,-,0.0,0.2,0.0,5.6,3.6,50.8,0.3,-,0.0,0.0
Quentin Johnston,40051,LAC,WR,,Sun 1:00 pm @ Buf,Sunday Kevin,1,7,8.52,111,119,77%,-,-,-,0.2,1.3,0.0,5.7,3.4,48.3,0.3,-,0.0,0.0
Khalil Shakir,34104,Buf,WR,,Sun 1:00 pm vs LAC,FA,1,7,8.49,109,121,47%,-,-,-,0.1,0.5,0.0,6.4,4.2,47.1,0.3,-,0.0,0.0
Terry McLaurin,31908,Was,WR,,Sun 1:00 pm vs Sea,Monday Night Madison,1,7,8.44,60,124,96%,-,-,-,0.0,0.1,-,6.2,3.7,49.8,0.3,-,0.0,0.0
Adonai Mitchell,40915,NYJ,WR,,Sun 1:00 pm @ Det,FA,1,13,8.43,89,125,28%,-,-,-,0.1,0.2,0.0,7.1,3.5,50.7,0.3,-,0.0,0.0
KC Concepcion Jr.,42646,Cle,WR,,Sun 1:00 pm vs Car,Steel City,1,11,8.42,99,126,67%,-,-,-,0.7,3.1,0.0,5.3,3.9,41.1,0.3,0.0,0.0,0.0
Devaughn Vele,41097,NO,WR,,Sun 4:25 pm vs LV,FA,1,8,8.35,92,131,54%,-,-,-,0.0,0.1,0.0,6.0,3.9,47.7,0.3,-,0.0,0.0
Chris Godwin Jr.,30197,TB,WR,,Sun 4:05 pm vs Min,Steel City,1,10,7.95,65,141,86%,-,-,-,0.3,1.1,0.0,5.5,3.7,43.2,0.3,-,0.0,0.0
Michael Pittman Jr.,32704,Pit,WR,Q,Sun 1:00 pm vs Cin,Sunday Kevin,1,9,7.93,121,142,73%,-,-,-,0.0,0.1,-,5.9,4.0,43.8,0.3,-,0.0,0.0
Carnell Tate,42626,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,7.88,103,144,83%,-,-,-,0.0,0.2,0.0,6.7,3.7,42.6,0.3,-,0.0,0.0
Jordan Addison,40042,Min,WR,,Sun 4:05 pm @ TB,W (Sep 26),1,6,7.80,97,146,76%,-,-,-,0.2,1.9,0.0,5.3,3.0,41.9,0.3,-,0.0,0.0
Brian Thomas Jr.,40883,Jax,WR,,Sun 1:00 pm vs NE,Owl Out Blitz,1,7,7.70,75,152,85%,-,-,-,0.2,1.0,0.0,5.7,3.2,44.0,0.3,-,0.0,0.0
Rome Odunze,40901,Chi,WR,,Mon 8:15 pm vs Phi,JGrahnasaurs,1,10,7.69,62,154,94%,-,-,-,0.0,0.2,-,5.9,3.0,43.0,0.3,-,0.0,0.0
Stefon Diggs,28534,Was,WR,,Sun 1:00 pm vs Sea,Monday Night Madison,1,7,7.55,68,160,90%,-,-,-,0.0,0.2,-,5.8,3.8,41.5,0.3,-,0.0,0.0
Marvin Harrison Jr.,40893,Ari,WR,,Sun 4:05 pm @ SF,Locked In Michelle,1,14,7.37,130,164,86%,-,-,-,0.0,0.1,-,4.9,2.8,42.8,0.3,-,0.0,0.0
Dontayvion Wicks,40201,Phi,WR,,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,7.37,91,165,36%,-,-,-,0.0,0.1,-,5.0,3.1,42.6,0.3,-,0.0,0.0
Ryan Flournoy,41087,Dal,WR,,Sun 4:25 pm vs Bal,FA,1,14,7.37,221,166,7%,-,-,-,0.2,0.8,0.0,5.3,3.5,40.6,0.2,-,0.0,0.0
Rashod Bateman,33415,Bal,WR,,Sun 4:25 pm @ Dal,FA,1,13,7.31,141,168,22%,-,-,-,0.0,0.1,0.0,5.1,2.9,40.5,0.3,-,0.0,0.0
Kayshon Boutte,40224,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,7.28,127,169,26%,-,-,-,-,-,-,5.0,2.7,42.5,0.3,-,0.0,0.0
Wan'Dale Robinson,33998,Ten,WR,,Sun 1:00 pm @ NYG,JGrahnasaurs,1,9,7.28,105,170,53%,-,-,-,0.2,1.1,0.0,5.8,3.8,40.7,0.2,-,0.0,0.0
Jakobi Meyers,32231,Jax,WR,Q,Sun 1:00 pm vs NE,Locked In Michelle,1,7,7.21,93,174,47%,-,-,-,0.3,1.1,0.0,5.3,3.5,39.3,0.2,-,0.0,0.0
Tre Tucker,40114,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,7.17,96,175,35%,-,-,-,0.4,2.0,0.0,5.9,3.1,40.4,0.2,-,0.0,0.0
Keenan Allen,26699,Ind,WR,,Sun 1:00 pm vs Hou,FA,1,13,7.12,204,179,23%,-,-,-,-,-,-,6.0,3.7,39.8,0.2,-,0.0,0.0
Rashid Shaheed,34659,Sea,WR,,Sun 1:00 pm @ Was,Maybe Mitchell,1,11,6.89,122,186,39%,-,-,-,0.7,4.3,0.0,4.3,2.5,34.2,0.2,0.0,0.0,0.0
Malik Washington,41058,Mia,WR,,Sun 1:00 pm vs KC,FA,1,6,6.47,164,200,15%,-,-,-,0.7,3.4,0.0,5.9,3.1,30.6,0.2,0.0,0.0,0.0
Tyquan Thornton,34005,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,6.30,195,202,2%,-,-,-,-,-,-,3.2,2.2,39.1,0.2,-,0.0,0.0
Caleb Douglas,42697,Mia,WR,Q,Sun 1:00 pm vs KC,FA,1,6,6.17,119,207,32%,-,-,-,0.0,0.1,0.0,4.1,2.7,35.3,0.2,-,0.0,0.0
DeMario Douglas,40222,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,6.08,227,210,4%,-,-,-,0.4,1.8,0.0,4.9,3.0,34.5,0.2,-,0.0,0.0
Tre' Harris,41840,LAC,WR,,Sun 1:00 pm @ Buf,FA,1,7,6.07,149,211,4%,-,-,-,0.0,0.2,0.0,5.0,2.9,35.0,0.2,-,0.0,0.0
Pat Bryant,41860,Den,WR,,Sun 8:20 pm vs LAR,FA,1,10,6.02,154,213,9%,-,-,-,0.1,0.4,0.0,4.9,2.9,33.6,0.2,-,0.0,0.0
Mack Hollins,30231,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,5.93,261,215,3%,-,-,-,0.0,0.1,0.0,5.2,2.9,34.8,0.2,-,0.0,0.0
Malachi Fields,42696,NYG,WR,,Sun 1:00 pm vs Ten,FA,1,8,5.88,174,216,14%,-,-,-,0.0,0.1,0.0,3.9,2.6,35.5,0.2,-,0.0,0.0
Keon Coleman,40911,Buf,WR,Q,Sun 1:00 pm vs LAC,FA,1,7,5.75,155,222,4%,-,-,-,0.0,0.2,-,4.3,2.5,31.5,0.2,-,0.0,0.0
Xavier Hutchinson,40232,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,5.74,"2,059",224,4%,-,-,-,0.1,0.5,0.0,4.6,2.7,34.6,0.2,-,0.0,0.0
Makai Lemon,42642,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,5.67,120,225,55%,-,-,-,0.2,1.0,0.0,3.9,2.8,28.4,0.2,-,0.0,0.0
Jalen Nailor,34147,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,5.65,181,226,12%,-,-,-,0.1,0.3,0.0,4.2,2.3,32.1,0.2,-,0.0,0.0
Jaylin Noel,41885,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,5.00,217,245,3%,-,-,-,0.3,1.3,0.0,3.0,2.0,27.3,0.2,0.0,0.0,0.0
Kalif Raymond,29631,Chi,WR,,Mon 8:15 pm vs Phi,JGrahnasaurs,1,10,4.94,125,246,9%,-,-,-,0.1,0.9,0.0,4.4,2.5,27.7,0.1,0.0,0.0,0.0
Kendrick Bourne,30551,Ari,WR,,Sun 4:05 pm @ SF,FA,1,14,4.91,252,247,3%,-,-,-,0.0,0.1,-,4.1,2.4,29.5,0.1,-,0.0,0.0
Jauan Jennings,32887,Min,WR,,Sun 4:05 pm @ TB,FA,1,6,4.87,219,248,6%,-,-,-,-,-,-,3.1,2.0,25.1,0.2,-,0.0,0.0
Jerry Jeudy,32685,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,4.84,218,250,7%,-,-,-,0.1,0.3,0.0,4.6,2.2,26.8,0.2,-,0.0,0.0
Cooper Kupp,30182,Sea,WR,,Sun 1:00 pm @ Was,FA,1,11,4.84,225,251,10%,-,-,-,0.0,0.2,0.0,3.3,2.0,27.8,0.2,-,0.0,0.0
Calvin Ridley,30996,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,4.62,238,257,2%,-,-,-,0.1,0.3,0.0,3.3,1.7,27.4,0.2,-,0.0,0.0
Ted Hurst III,42706,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,4.52,145,259,1%,-,-,-,0.0,0.1,0.0,3.8,2.0,26.2,0.2,-,0.0,0.0
Darnell Mooney,32843,NYG,WR,,Sun 1:00 pm vs Ten,FA,1,8,4.29,244,262,2%,-,-,-,0.1,0.3,0.0,3.0,1.8,26.9,0.1,-,0.0,0.0
Isaac TeSlaa,41865,Det,WR,,Sun 1:00 pm vs NYJ,FA,1,6,4.23,232,264,3%,-,-,-,0.0,0.1,0.0,2.5,1.5,22.8,0.2,-,0.0,0.0
Xavier Legette,40890,Car,WR,,Sun 1:00 pm @ Cle,FA,1,5,4.08,282,266,0%,-,-,-,0.1,0.3,0.0,3.1,1.9,21.9,0.2,-,0.0,0.0
Jack Bech,41843,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,4.03,260,267,1%,-,-,-,0.0,0.1,-,3.4,1.9,22.4,0.1,-,0.0,0.0
Chris Bell,42716,Mia,WR,Q,Sun 1:00 pm vs KC,FA,1,6,3.92,202,269,5%,-,-,-,0.0,0.1,-,2.4,1.8,22.4,0.1,-,0.0,0.0
Jalen McMillan,40954,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,3.90,215,270,10%,-,-,-,0.1,0.7,0.0,1.8,1.6,22.1,0.1,-,0.0,0.0
Jahan Dotson,33971,Atl,WR,,Thu 8:15 pm @ GB,FA,1,11,3.90,269,271,1%,-,-,-,0.0,0.0,-,3.5,1.8,21.7,0.1,-,0.0,0.0
Elic Ayomanor,41904,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,3.83,276,275,0%,-,-,-,-,-,-,3.0,1.5,22.1,0.1,-,0.0,0.0
Roman Wilson,40952,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,3.68,288,278,0%,-,-,-,0.0,0.0,-,3.4,1.7,20.5,0.1,-,0.0,0.0
Germie Bernard,42669,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,3.68,230,279,1%,-,-,-,0.1,0.2,0.0,2.7,1.6,20.0,0.1,-,0.0,0.0
Joshua Palmer,33465,Buf,WR,,Sun 1:00 pm vs LAC,FA,1,7,3.61,361,280,2%,-,-,-,-,-,-,2.1,1.5,22.2,0.1,-,0.0,0.0
Bryce Lance,42758,NO,WR,,Sun 4:25 pm vs LV,FA,1,8,3.60,256,281,0%,-,-,-,-,-,-,2.6,1.7,20.1,0.1,-,0.0,0.0
Isaiah Williams,41421,NYJ,WR,,Sun 1:00 pm @ Det,FA,1,13,3.54,"2,285",284,0%,-,-,-,0.2,1.0,0.0,3.4,1.9,17.6,0.1,0.0,0.0,0.0
Antonio Williams,42693,Was,WR,,Sun 1:00 pm vs Sea,FA,1,7,3.52,170,286,11%,0.1,-,-,0.1,0.3,0.0,2.8,1.7,19.2,0.1,-,0.0,0.0
Kyle Williams,41864,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,3.51,249,287,0%,-,-,-,0.1,0.4,0.0,2.0,1.3,21.4,0.1,0.0,0.0,0.0
Laquon Treadwell,29257,Ind,WR,,Sun 1:00 pm vs Hou,FA,1,13,3.22,"2,733",290,0%,-,-,-,-,-,-,2.8,1.3,21.4,0.1,-,0.0,0.0
Skyy Moore,34009,GB,WR,,Thu 8:15 pm vs Atl,FA,1,11,2.91,"2,738",294,0%,-,-,-,0.1,0.8,0.0,2.6,1.3,16.1,0.1,0.0,0.0,0.0
KaVontae Turpin,34709,Dal,WR,,Sun 4:25 pm vs Bal,FA,1,14,2.86,"2,079",295,4%,-,-,-,0.9,5.5,0.0,1.0,0.8,11.4,0.1,0.0,0.0,0.0
Troy Franklin,41009,Den,WR,,Sun 8:20 pm vs LAR,FA,1,10,2.84,259,296,1%,-,-,-,0.2,0.8,0.0,1.6,1.3,14.7,0.1,-,0.0,0.0
Zachariah Branch,42701,Atl,WR,,Thu 8:15 pm @ GB,FA,1,11,2.83,255,297,2%,-,-,-,0.2,0.7,0.0,1.5,1.4,12.2,0.1,0.0,0.0,0.0
Devontez Walker,40991,Bal,WR,,Sun 4:25 pm @ Dal,FA,1,13,2.71,"2,052",299,0%,-,-,-,0.0,0.2,0.0,1.4,1.0,16.7,0.1,-,0.0,0.0
LaJohntay Wester,42000,Bal,WR,,Sun 4:25 pm @ Dal,FA,1,13,2.69,"2,760",300,0%,-,-,-,0.0,0.1,0.0,1.6,1.1,14.7,0.1,0.0,0.0,0.0
Tory Horton,41952,Sea,WR,,Sun 1:00 pm @ Was,FA,1,11,2.41,332,311,0%,-,-,-,0.0,0.1,0.0,1.2,1.0,13.0,0.1,-,0.0,0.0
Dyami Brown,33470,Was,WR,,Sun 1:00 pm vs Sea,FA,1,7,2.36,"2,281",312,0%,0.1,0.0,-,0.1,0.4,0.0,2.1,1.2,13.0,0.1,-,0.0,0.0
Dohnte Meyers,42616,Cin,WR,,Sun 1:00 pm @ Pit,FA,1,6,2.29,"2,505",315,0%,-,-,-,0.2,1.1,0.0,1.3,1.0,11.8,0.1,0.0,0.0,0.0
Olamide Zaccheaus,32123,Atl,WR,,Thu 8:15 pm @ GB,FA,1,11,2.26,"2,080",317,0%,-,-,-,0.1,0.5,0.0,2.3,1.1,11.4,0.1,-,0.0,0.0
Brenen Thompson,42727,LAC,WR,Q,Sun 1:00 pm @ Buf,FA,1,7,2.26,"2,501",318,0%,-,-,-,0.0,0.1,-,1.5,1.1,12.6,0.1,-,0.0,0.0
Travis Hunter,41787,Jax,WR,,Sun 1:00 pm vs NE,FA,1,7,2.24,243,320,11%,-,-,-,0.2,0.8,0.0,1.0,1.1,10.9,0.1,-,0.0,0.0
Jared Wayne,40288,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,2.19,"2,280",323,0%,-,-,-,-,-,-,1.6,1.0,12.3,0.1,-,0.0,0.0
Marvin Mims Jr.,40090,Den,WR,Q,Sun 8:20 pm vs LAR,FA,1,10,2.12,274,327,1%,-,-,-,0.4,1.8,0.0,1.0,0.8,7.8,0.1,0.1,0.0,0.0
Colbie Young,42762,Cin,WR,,Sun 1:00 pm @ Pit,FA,1,6,2.08,"2,520",328,0%,-,-,-,-,-,-,1.2,1.0,12.3,0.1,-,0.0,0.0
Jacob Cowing,40996,SF,WR,,Sun 4:05 pm vs Ari,FA,1,8,2.07,"2,677",329,0%,-,-,-,0.0,0.1,0.0,1.5,0.8,11.8,0.1,0.0,0.0,0.0
Chimere Dike,41903,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,2.03,264,330,2%,-,-,-,0.3,1.3,0.0,0.9,0.7,6.8,0.1,0.0,0.0,0.0
Kevin Coleman Jr.,42768,Mia,WR,,Sun 1:00 pm vs KC,FA,1,6,2.00,283,333,0%,-,-,-,-,-,-,1.6,1.0,12.5,0.0,-,0.0,0.0
Ashton Dulin,32292,Ind,WR,Q,Sun 1:00 pm vs Hou,FA,1,13,1.98,"2,737",335,0%,-,-,-,0.1,0.6,0.0,1.3,0.7,12.0,0.1,0.0,0.0,0.0
Tez Johnson,42030,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,1.81,"2,072",342,0%,-,-,-,0.3,1.0,0.0,1.2,0.7,9.4,0.1,-,0.0,0.0
Darius Cooper,42464,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,1.78,"2,279",343,0%,-,-,-,-,-,-,1.3,0.8,9.8,0.1,-,0.0,0.0
Isaiah Bond,42598,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,1.77,"2,508",345,0%,-,-,-,0.1,0.7,0.0,0.9,0.6,10.5,0.1,-,0.0,0.0
Darius Slayton,32003,Ind,WR,,Sun 1:00 pm vs Hou,FA,1,13,1.70,360,348,0%,-,-,-,-,-,-,1.5,0.8,11.3,0.0,-,0.0,0.0
Chris Moore,29341,Bal,WR,Q,Sun 4:25 pm @ Dal,FA,1,13,1.63,"2,256",352,0%,-,-,-,-,-,-,1.1,0.6,10.1,0.1,-,0.0,0.0
Malik Benson,42817,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,1.61,"2,624",354,0%,-,-,-,0.1,0.6,0.0,0.7,0.7,8.2,0.0,0.0,0.0,0.0
Barion Brown,42812,NO,WR,Q,Sun 4:25 pm vs LV,FA,1,8,1.55,"2,623",357,1%,-,-,-,0.1,0.8,0.0,0.6,0.6,6.6,0.0,0.0,0.0,0.0
Hollywood Brown,31857,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,1.53,347,358,0%,-,-,-,0.2,1.5,0.0,0.5,0.6,7.8,0.0,-,0.0,0.0
Bo Melton,34185,GB,WR,,Thu 8:15 pm vs Atl,FA,1,11,1.47,"2,720",360,0%,-,-,-,0.2,1.0,0.0,0.7,0.5,9.1,0.0,0.0,0.0,0.0
Josh Cameron,42813,Jax,WR,,Sun 1:00 pm vs NE,FA,1,7,1.43,"2,248",364,0%,-,-,-,0.1,0.3,0.0,1.1,0.6,7.4,0.1,-,0.0,0.0
KhaDarel Hodge,31769,SF,WR,,Sun 4:05 pm vs Ari,FA,1,8,1.39,"2,758",369,0%,-,-,-,-,-,-,0.9,0.7,8.7,0.0,-,0.0,0.0
Derius Davis,40133,LAC,WR,,Sun 1:00 pm @ Buf,FA,1,7,1.38,"2,778",370,0%,-,-,-,0.1,0.3,0.0,0.8,0.5,5.5,0.0,0.1,0.0,0.0
Tutu Atwell,33445,LAR,WR,,Sun 8:20 pm @ Den,FA,1,11,1.34,"2,123",372,1%,-,-,-,0.0,0.1,-,0.4,0.4,10.2,0.0,-,0.0,0.0
Brandin Cooks,27548,SF,WR,NA,Sun 4:05 pm vs Ari,FA,1,8,1.34,"2,237",373,0%,-,-,-,-,-,-,0.9,0.5,7.7,0.1,-,0.0,0.0
Jordan Whittington,41083,LAR,WR,Q,Sun 8:20 pm @ Den,FA,1,11,1.31,"2,680",374,0%,-,-,-,0.1,0.5,0.0,1.1,0.7,6.8,0.0,0.0,0.0,0.0
Konata Mumpfield,42035,LAR,WR,,Sun 8:20 pm @ Den,FA,1,11,1.30,"2,694",376,2%,-,-,-,-,-,-,1.4,0.7,6.9,0.0,-,0.0,0.0
Elijah Sarratt,42737,Bal,WR,,Sun 4:25 pm @ Dal,FA,1,13,1.20,263,382,0%,-,-,-,0.0,0.0,-,0.0,0.6,6.0,0.1,-,-,-
Cedric Tillman,40093,NO,WR,NA,Sun 4:25 pm vs LV,FA,-,8,1.15,"2,062",386,0%,-,-,-,-,-,-,-,0.5,7,0.0,-,-,-
Jahdae Walker,42400,Chi,WR,,Mon 8:15 pm vs Phi,FA,1,10,1.14,"2,064",387,0%,-,-,-,-,-,-,0.9,0.5,6.0,0.1,-,0.0,0.0
Jalen Royals,41891,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,1.12,"2,266",388,0%,-,-,-,0.0,0.1,0.0,0.9,0.5,5.4,0.1,-,0.0,0.0
M. Valdes-Scantling,31144,LAC,WR,,Sun 1:00 pm @ Buf,FA,1,7,1.08,"2,241",390,0%,-,-,-,-,-,-,1.1,0.5,6.3,0.0,-,0.0,0.0
Cody White,32948,LV,WR,NA,Sun 4:25 pm @ NO,FA,1,13,1.03,"2,122",391,0%,-,-,-,-,-,-,0.6,0.4,5.2,0.1,-,0.0,0.0
Xavier Smith,40399,LAR,WR,,Sun 8:20 pm @ Den,FA,1,11,0.91,"2,714",398,0%,-,-,-,0.0,0.2,0.0,0.6,0.4,4.8,0.0,0.0,0.0,0.0
